trade_date,stock_code,side,shares,price
2022-03-28,601166.SH,buy,370.5876160385971,89.95
2022-03-28,601168.SH,buy,2009.304162909693,16.59
2022-03-28,601288.SH,buy,6313.325011869661,5.28
2022-03-28,601318.SH,buy,272.0283667591954,122.54
2022-03-28,601328.SH,buy,3199.074478183475,10.42
2022-03-28,601398.SH,buy,3603.714168937493,9.25
2022-03-28,601668.SH,buy,3162.652377862601,10.54
2022-03-28,601857.SH,buy,4140.913796605193,8.05
2022-03-28,601888.SH,buy,95.59883008595546,348.69
2022-03-28,601899.SH,buy,1436.8256923565436,23.2
2022-03-28,601919.SH,buy,1562.7921267075392,21.33
2022-03-28,601988.SH,buy,5192.26729948159,6.42
2022-03-28,601999.SH,buy,4597.842215540939,7.25
2022-03-28,603259.SH,buy,125.8232592106285,264.93
2022-03-28,603288.SH,buy,62.65267561821598,532.05
2022-04-06,000001.SZ,sell,32.67319437066479,1126.0378
2022-04-06,000333.SZ,sell,126.35743930355866,276.15
2022-04-06,000568.SZ,sell,5.5276272386488365,6216.16
2022-04-06,000651.SZ,sell,6.131324539322684,5703.07
2022-04-06,000858.SZ,sell,12.437914099935005,2836.22
2022-04-06,002142.SZ,sell,419.08921376253215,86.27
2022-04-06,002304.SZ,sell,58.31558738790072,587.22
2022-04-06,002352.SZ,sell,217.30349454153722,171.39
2022-04-06,002415.SZ,sell,39.112436273331,872.29
2022-04-06,002475.SZ,sell,30.10363405580303,1021.78
2022-04-06,002594.SZ,sell,141.7879883567495,246.84
2022-04-06,002714.SZ,sell,33.15564712466984,1033.23
2022-04-06,300059.SZ,sell,24.365972547217474,1450.19
2022-04-06,300750.SZ,sell,68.18375516511242,510.14
2022-04-06,300760.SZ,sell,112.76082830211693,306.77
2022-04-06,600000.SH,sell,301.1505652061777,115.05
2022-04-06,600009.SH,sell,223.5254882496601,157.09
2022-04-06,600028.SH,sell,2207.573249183564,15.52
2022-04-06,600030.SH,sell,271.36401874529315,126.8
2022-04-06,600036.SH,sell,142.59467024285325,245.91
2022-04-06,600048.SH,sell,85.49682234135733,421.19
2022-04-06,600104.SH,sell,195.39481865575505,171.41
2022-04-06,600276.SH,sell,14.468099281104438,2326.45
2022-04-06,600309.SH,sell,11.09695200360589,3331.79
2022-04-06,600436.SH,sell,16.462467251068865,2026.31
2022-04-06,600438.SH,sell,70.20567398048021,455.03
2022-04-06,600519.SH,sell,2.6855667886149273,13191.17
2022-04-06,600563.SH,sell,60.70504819105443,528.19
2022-04-06,600809.SH,sell,22.29514029634135,1554.64
2022-04-06,600872.SH,sell,110.26547604337206,317.93
2022-04-06,600887.SH,sell,11.959242738632243,2877.85
2022-04-06,600900.SH,sell,463.621085711708,73.91
2022-04-06,601012.SH,sell,32.10690893412038,938.99
2022-04-06,601088.SH,sell,570.7937681964352,58.36
2022-04-06,601138.SH,sell,3109.5481401746088,10.68
2022-04-06,601166.SH,sell,370.5876160385971,98.44
2022-04-06,601168.SH,sell,2009.304162909693,16.02
2022-04-06,601288.SH,sell,6313.325011869661,5.42
2022-04-06,601318.SH,sell,272.0283667591954,126.87
2022-04-06,601328.SH,sell,3199.074478183475,10.84
2022-04-06,601398.SH,sell,3603.714168937493,9.52
2022-04-06,601668.SH,sell,3162.652377862601,11.78
2022-04-06,601857.SH,sell,4140.913796605193,8.12
2022-04-06,601888.SH,sell,95.59883008595546,358.75
2022-04-06,601899.SH,sell,1436.8256923565436,23.28
2022-04-06,601919.SH,sell,1562.7921267075392,21.82
2022-04-06,601988.SH,sell,5192.26729948159,6.69
2022-04-06,601999.SH,sell,4597.842215540939,7.67
2022-04-06,603259.SH,sell,125.8232592106285,257.13
2022-04-06,603288.SH,sell,62.65267561821598,538.24
2022-04-06,000001.SZ,buy,29.36537245812905,1126.0378
2022-04-06,000002.SZ,buy,9.575367084412902,3453.29
2022-04-06,000333.SZ,buy,119.74115299269322,276.15
2022-04-06,000568.SZ,buy,5.319444705241215,6216.16
2022-04-06,000651.SZ,buy,5.79802096045327,5703.07
2022-04-06,000858.SZ,buy,11.658658143209001,2836.22
2022-04-06,002142.SZ,buy,383.2910559746404,86.27
2022-04-06,002304.SZ,buy,56.31027451199248,587.22
2022-04-06,002352.SZ,buy,192.9314394009699,171.39
2022-04-06,002415.SZ,buy,37.90771348855568,872.29
2022-04-06,002475.SZ,buy,32.36168196571887,1021.78
2022-04-06,002594.SZ,buy,133.95932344406185,246.84
2022-04-06,002714.SZ,buy,32.0030577886165,1033.23
2022-04-06,300059.SZ,buy,22.801508353341443,1450.19
2022-04-06,300750.SZ,buy,64.8185192279222,510.14
2022-04-06,300760.SZ,buy,107.7892864326115,306.77
2022-04-06,600000.SH,buy,287.40999042965865,115.05
2022-04-06,600009.SH,buy,210.494107829475,157.09
2022-04-06,600028.SH,buy,2130.574703539448,15.52
2022-04-06,600030.SH,buy,260.7769668685507,126.8
2022-04-06,600036.SH,buy,134.46594038035147,245.91
2022-04-06,600048.SH,buy,78.50737054282445,421.19
2022-04-06,600104.SH,buy,192.90892829433656,171.41
2022-04-06,600276.SH,buy,14.21329467597938,2326.45
2022-04-06,600309.SH,buy,9.92455088674023,3331.79
2022-04-06,600436.SH,buy,16.318588665570534,2026.31
2022-04-06,600438.SH,buy,72.66887765407166,455.03
2022-04-06,600519.SH,buy,2.5067161896126144,13191.17
2022-04-06,600563.SH,buy,62.60345595132855,528.19
2022-04-06,600809.SH,buy,21.269566844370548,1554.64
2022-04-06,600872.SH,buy,104.00565973306145,317.93
2022-04-06,600887.SH,buy,11.490007956958225,2877.85
2022-04-06,600900.SH,buy,447.3889784729026,73.91
2022-04-06,601012.SH,buy,35.21498567496164,938.99
2022-04-06,601088.SH,buy,566.5956031345481,58.36
2022-04-06,601138.SH,buy,3096.11604858916,10.68
2022-04-06,601166.SH,buy,335.90531693348464,98.44
2022-04-06,601168.SH,buy,2064.0773657261066,16.02
2022-04-06,601288.SH,buy,6100.833837441371,5.42
2022-04-06,601318.SH,buy,260.6330842510619,126.87
2022-04-06,601328.SH,buy,3050.4169187206853,10.84
2022-04-06,601398.SH,buy,3473.3738864424613,9.52
2022-04-06,601668.SH,buy,2807.0050423541793,11.78
2022-04-06,601816.SH,buy,6547.825623550937,5.05
2022-04-06,601857.SH,buy,4072.231453070472,8.12
2022-04-06,601888.SH,buy,92.17148264510726,358.75
2022-04-06,601899.SH,buy,1420.3831356929652,23.28
2022-04-06,601919.SH,buy,1515.422520574346,21.82
2022-04-06,601988.SH,buy,4942.678534967448,6.69
2022-04-06,601999.SH,buy,4311.14985644488,7.67
2022-04-06,603259.SH,buy,128.5984498072268,257.13
2022-04-06,603288.SH,buy,61.434526231666595,538.24
2022-04-13,000001.SZ,sell,29.36537245812905,1085.5031
2022-04-13,000002.SZ,sell,9.575367084412902,3336.12
2022-04-13,000333.SZ,sell,119.74115299269322,267.45
2022-04-13,000568.SZ,sell,5.319444705241215,6388.55
2022-04-13,000651.SZ,sell,5.79802096045327,5652.33
2022-04-13,000858.SZ,sell,11.658658143209001,2877.17
2022-04-13,002142.SZ,sell,383.2910559746404,85.96
2022-04-13,002304.SZ,sell,56.31027451199248,590.48
2022-04-13,002352.SZ,sell,192.9314394009699,183.41
2022-04-13,002415.SZ,sell,37.90771348855568,823.93
2022-04-13,002475.SZ,sell,32.36168196571887,954.49
2022-04-13,002594.SZ,sell,133.95932344406185,241.84
2022-04-13,002714.SZ,sell,32.0030577886165,986.96
2022-04-13,300059.SZ,sell,22.801508353341443,1449.07
2022-04-13,300750.SZ,sell,64.8185192279222,467.81
2022-04-13,300760.SZ,sell,107.7892864326115,331.63
2022-04-13,600000.SH,sell,287.40999042965865,114.07
2022-04-13,600009.SH,sell,210.494107829475,156.38
2022-04-13,600028.SH,sell,2130.574703539448,15.31
2022-04-13,600030.SH,sell,260.7769668685507,124.28
2022-04-13,600036.SH,sell,134.46594038035147,237.4
2022-04-13,600048.SH,sell,78.50737054282445,409.22
2022-04-13,600104.SH,sell,192.90892829433656,163.97
2022-04-13,600276.SH,sell,14.21329467597938,2158.95
2022-04-13,600309.SH,sell,9.92455088674023,3328.72
2022-04-13,600436.SH,sell,16.318588665570534,2021.86
2022-04-13,600438.SH,sell,72.66887765407166,431.95
2022-04-13,600519.SH,sell,2.5067161896126144,13221.07
2022-04-13,600563.SH,sell,62.60345595132855,438.24
2022-04-13,600809.SH,sell,21.269566844370548,1589.03
2022-04-13,600872.SH,sell,104.00565973306145,298.94
2022-04-13,600887.SH,sell,11.490007956958225,2914.98
2022-04-13,600900.SH,sell,447.3889784729026,76.33
2022-04-13,601012.SH,sell,35.21498567496164,912.85
2022-04-13,601088.SH,sell,566.5956031345481,63.94
2022-04-13,601138.SH,sell,3096.11604858916,10.47
2022-04-13,601166.SH,sell,335.90531693348464,97.54
2022-04-13,601168.SH,sell,2064.0773657261066,16.28
2022-04-13,601288.SH,sell,6100.833837441371,5.37
2022-04-13,601318.SH,sell,260.6330842510619,122.46
2022-04-13,601328.SH,sell,3050.4169187206853,10.86
2022-04-13,601398.SH,sell,3473.3738864424613,9.44
2022-04-13,601668.SH,sell,2807.0050423541793,11.7
2022-04-13,601816.SH,sell,6547.825623550937,5.07
2022-04-13,601857.SH,sell,4072.231453070472,7.99
2022-04-13,601888.SH,sell,92.17148264510726,376.02
2022-04-13,601899.SH,sell,1420.3831356929652,25.15
2022-04-13,601919.SH,sell,1515.422520574346,20.79
2022-04-13,601988.SH,sell,4942.678534967448,6.67
2022-04-13,601999.SH,sell,4311.14985644488,7.49
2022-04-13,603259.SH,sell,128.5984498072268,242.12
2022-04-13,603288.SH,sell,61.434526231666595,533.04
2022-04-13,000001.SZ,buy,30.080430863005148,1085.5031
2022-04-13,000002.SZ,buy,9.787537903650877,3336.12
2022-04-13,000333.SZ,buy,122.0878704472902,267.45
2022-04-13,000568.SZ,buy,5.111081693205463,6388.55
2022-04-13,000651.SZ,buy,5.776803716543047,5652.33
2022-04-13,000858.SZ,buy,11.348790982502862,2877.17
2022-04-13,002142.SZ,buy,379.85575792377574,85.96
2022-04-13,002304.SZ,buy,55.298064203915054,590.48
2022-04-13,002352.SZ,buy,178.02955646435726,183.41
2022-04-13,002415.SZ,buy,39.63006681529713,823.93
2022-04-13,002475.SZ,buy,34.20926458226672,954.49
2022-04-13,002594.SZ,buy,135.01654379394543,241.84
2022-04-13,002714.SZ,buy,33.08381388417743,986.96
2022-04-13,300059.SZ,buy,22.533349631921,1449.07
2022-04-13,300750.SZ,buy,69.79842446960895,467.81
2022-04-13,300760.SZ,buy,98.46033516608196,331.63
2022-04-13,600000.SH,buy,286.24880293791324,114.07
2022-04-13,600009.SH,buy,208.80164312014173,156.38
2022-04-13,600028.SH,buy,2132.749898832643,15.31
2022-04-13,600030.SH,buy,262.7325470802041,124.28
2022-04-13,600036.SH,buy,137.54170577560134,237.4
2022-04-13,600048.SH,buy,79.7918013565509,409.22
2022-04-13,600104.SH,buy,199.13643319587584,163.97
2022-04-13,600276.SH,buy,15.124204335963206,2158.95
2022-04-13,600309.SH,buy,9.80929635148879,3328.72
2022-04-13,600436.SH,buy,16.14968442480081,2021.86
2022-04-13,600438.SH,buy,75.59301065199158,431.95
2022-04-13,600519.SH,buy,2.4697245344838024,13221.07
2022-04-13,600563.SH,buy,74.5080342988494,438.24
2022-04-13,600809.SH,buy,20.548637188176286,1589.03
2022-04-13,600872.SH,buy,109.22727286789242,298.94
2022-04-13,600887.SH,buy,11.201586615046333,2914.98
2022-04-13,600900.SH,buy,427.7793914729171,76.33
2022-04-13,601012.SH,buy,35.76973319946077,912.85
2022-04-13,601088.SH,buy,510.6725203491987,63.94
2022-04-13,601138.SH,buy,3118.662937070464,10.47
2022-04-13,601166.SH,buy,334.7590829518942,97.54
2022-04-13,601168.SH,buy,2005.6757340987567,16.28
2022-04-13,601288.SH,buy,6080.521592388783,5.37
2022-04-13,601318.SH,buy,266.6372770792729,122.46
2022-04-13,601328.SH,buy,3006.666754247492,10.86
2022-04-13,601398.SH,buy,3458.940778721161,9.44
2022-04-13,601668.SH,buy,2790.80350009639,11.7
2022-04-13,601816.SH,buy,6440.315769453207,5.07
2022-04-13,601857.SH,buy,4086.6584419433993,7.99
2022-04-13,601888.SH,buy,86.83687290869571,376.02
2022-04-13,601899.SH,buy,1298.3062008400702,25.15
2022-04-13,601919.SH,buy,1570.5820563313018,20.79
2022-04-13,601988.SH,buy,4895.412436450939,6.67
2022-04-13,601999.SH,buy,4359.466081592492,7.49
2022-04-13,603259.SH,buy,134.86040373008328,242.12
2022-04-13,603288.SH,buy,61.25694310207069,533.04
2022-04-20,000001.SZ,sell,30.080430863005148,1088.9383
2022-04-20,000002.SZ,sell,9.787537903650877,3148.97
2022-04-20,000333.SZ,sell,122.0878704472902,272.13
2022-04-20,000568.SZ,sell,5.111081693205463,6727.04
2022-04-20,000651.SZ,sell,5.776803716543047,5611.66
2022-04-20,000858.SZ,sell,11.348790982502862,2940.62
2022-04-20,002142.SZ,sell,379.85575792377574,81.95
2022-04-20,002304.SZ,sell,55.298064203915054,590.05
2022-04-20,002352.SZ,sell,178.02955646435726,177.89
2022-04-20,002415.SZ,sell,39.63006681529713,885.29
2022-04-20,002475.SZ,sell,34.20926458226672,970.39
2022-04-20,002594.SZ,sell,135.01654379394543,246.71
2022-04-20,002714.SZ,sell,33.08381388417743,1053.14
2022-04-20,300059.SZ,sell,22.533349631921,1385.86
2022-04-20,300750.SZ,sell,69.79842446960895,408.58
2022-04-20,300760.SZ,sell,98.46033516608196,304.98
2022-04-20,600000.SH,sell,286.24880293791324,114.21
2022-04-20,600009.SH,sell,208.80164312014173,156.63
2022-04-20,600028.SH,sell,2132.749898832643,15.13
2022-04-20,600030.SH,sell,262.7325470802041,119.54
2022-04-20,600036.SH,sell,137.54170577560134,213.27
2022-04-20,600048.SH,sell,79.7918013565509,401.16
2022-04-20,600104.SH,sell,199.13643319587584,165.98
2022-04-20,600276.SH,sell,15.124204335963206,2202.59
2022-04-20,600309.SH,sell,9.80929635148879,3087.71
2022-04-20,600436.SH,sell,16.14968442480081,1994.33
2022-04-20,600438.SH,sell,75.59301065199158,430.63
2022-04-20,600519.SH,sell,2.4697245344838024,13430.33
2022-04-20,600563.SH,sell,74.5080342988494,457.48
2022-04-20,600809.SH,sell,20.548637188176286,1636.2
2022-04-20,600872.SH,sell,109.22727286789242,326.36
2022-04-20,600887.SH,sell,11.201586615046333,3003.95
2022-04-20,600900.SH,sell,427.7793914729171,77.19
2022-04-20,601012.SH,sell,35.76973319946077,914.35
2022-04-20,601088.SH,sell,510.6725203491987,59.08
2022-04-20,601138.SH,sell,3118.662937070464,10.31
2022-04-20,601166.SH,sell,334.7590829518942,95.47
2022-04-20,601168.SH,sell,2005.6757340987567,15.96
2022-04-20,601288.SH,sell,6080.521592388783,5.35
2022-04-20,601318.SH,sell,266.6372770792729,117.57
2022-04-20,601328.SH,sell,3006.666754247492,10.69
2022-04-20,601398.SH,sell,3458.940778721161,9.34
2022-04-20,601668.SH,sell,2790.80350009639,11.56
2022-04-20,601816.SH,sell,6440.315769453207,5.07
2022-04-20,601857.SH,sell,4086.6584419433993,7.83
2022-04-20,601888.SH,sell,86.83687290869571,398.45
2022-04-20,601899.SH,sell,1298.3062008400702,22.96
2022-04-20,601919.SH,sell,1570.5820563313018,20.39
2022-04-20,601988.SH,sell,4895.412436450939,6.62
2022-04-20,601999.SH,sell,4359.466081592492,7.19
2022-04-20,603259.SH,sell,134.86040373008328,239.95
2022-04-20,603288.SH,sell,61.25694310207069,566.51
2022-04-20,000001.SZ,buy,29.759360524130734,1088.9383
2022-04-20,000002.SZ,buy,10.291018160933268,3148.97
2022-04-20,000333.SZ,buy,119.08318619128369,272.13
2022-04-20,000568.SZ,buy,4.817290733849364,6727.04
2022-04-20,000651.SZ,buy,5.774780984278098,5611.66
2022-04-20,000858.SZ,buy,11.0201615503649,2940.62
2022-04-20,002142.SZ,buy,395.4375528765592,81.95
2022-04-20,002304.SZ,buy,54.9209515434862,590.05
2022-04-20,002352.SZ,buy,182.16936004403863,177.89
2022-04-20,002415.SZ,buy,36.60507569071607,885.29
2022-04-20,002475.SZ,buy,33.394931376285854,970.39
2022-04-20,002594.SZ,buy,131.3530357838516,246.71
2022-04-20,002714.SZ,buy,30.77093972143687,1053.14
2022-04-20,300059.SZ,buy,23.383391870920608,1385.86
2022-04-20,300750.SZ,buy,79.31398369532046,408.58
2022-04-20,300760.SZ,buy,106.25650028931086,304.98
2022-04-20,600000.SH,buy,283.7414189496019,114.21
2022-04-20,600009.SH,buy,206.89591686288725,156.63
2022-04-20,600028.SH,buy,2141.8445114497044,15.13
2022-04-20,600030.SH,buy,271.09007410267714,119.54
2022-04-20,600036.SH,buy,151.94873849221187,213.27
2022-04-20,600048.SH,buy,80.78100373475428,401.16
2022-04-20,600104.SH,buy,195.2410378252442,165.98
2022-04-20,600276.SH,buy,14.712727951290992,2202.59
2022-04-20,600309.SH,buy,10.49519140665219,3087.71
2022-04-20,600436.SH,buy,16.24911998427243,1994.33
2022-04-20,600438.SH,buy,75.25278651797142,430.63
2022-04-20,600519.SH,buy,2.4129047803169414,13430.33
2022-04-20,600563.SH,buy,70.83611842754662,457.48
2022-04-20,600809.SH,buy,19.80571290687815,1636.2
2022-04-20,600872.SH,buy,99.29558603454475,326.36
2022-04-20,600887.SH,buy,10.78783184082093,3003.95
2022-04-20,600900.SH,buy,419.8226124916962,77.19
2022-04-20,601012.SH,buy,35.44168803875324,914.35
2022-04-20,601088.SH,buy,548.5123131048414,59.08
2022-04-20,601138.SH,buy,3143.1724013806042,10.31
2022-04-20,601166.SH,buy,339.4375977609095,95.47
2022-04-20,601168.SH,buy,2030.4578607916058,15.96
2022-04-20,601288.SH,buy,6057.216347333464,5.35
2022-04-20,601318.SH,buy,275.632452651476,117.57
2022-04-20,601328.SH,buy,3031.441296373623,10.69
2022-04-20,601398.SH,buy,3469.604652915849,9.34
2022-04-20,601668.SH,buy,2803.296492926819,11.56
2022-04-20,601816.SH,buy,6391.737171249315,5.07
2022-04-20,601857.SH,buy,4138.711041920054,7.83
2022-04-20,601888.SH,buy,81.33042403873517,398.45
2022-04-20,601899.SH,buy,1411.4158300624576,22.96
2022-04-20,601919.SH,buy,1589.3137546951461,20.39
2022-04-20,601988.SH,buy,4895.18239550363,6.62
2022-04-20,601999.SH,buy,4507.10813049152,7.19
2022-04-20,603259.SH,buy,135.05358390595555,239.95
2022-04-20,603288.SH,buy,57.203063420299785,566.51
2022-04-27,000001.SZ,sell,29.759360524130734,1075.1977
2022-04-27,000002.SZ,sell,10.291018160933268,2966.7
2022-04-27,000333.SZ,sell,119.08318619128369,251.04
2022-04-27,000568.SZ,sell,4.817290733849364,6687.92
2022-04-27,000651.SZ,sell,5.774780984278098,5387.05
2022-04-27,000858.SZ,sell,11.0201615503649,2860.68
2022-04-27,002142.SZ,sell,395.4375528765592,77.74
2022-04-27,002304.SZ,sell,54.9209515434862,597.89
2022-04-27,002352.SZ,sell,182.16936004403863,161.75
2022-04-27,002415.SZ,sell,36.60507569071607,884.23
2022-04-27,002475.SZ,sell,33.394931376285854,937.93
2022-04-27,002594.SZ,sell,131.3530357838516,239.81
2022-04-27,002714.SZ,sell,30.77093972143687,1005.02
2022-04-27,300059.SZ,sell,23.383391870920608,1455.79
2022-04-27,300750.SZ,sell,79.31398369532046,408.63
2022-04-27,300760.SZ,sell,106.25650028931086,324.62
2022-04-27,600000.SH,sell,283.7414189496019,110.27
2022-04-27,600009.SH,sell,206.89591686288725,154.82
2022-04-27,600028.SH,sell,2141.8445114497044,14.85
2022-04-27,600030.SH,sell,271.09007410267714,112.93
2022-04-27,600036.SH,sell,151.94873849221187,197.39
2022-04-27,600048.SH,sell,80.78100373475428,386.2
2022-04-27,600104.SH,sell,195.2410378252442,152.21
2022-04-27,600276.SH,sell,14.712727951290992,1800.83
2022-04-27,600309.SH,sell,10.49519140665219,3028.13
2022-04-27,600436.SH,sell,16.24911998427243,1978.54
2022-04-27,600438.SH,sell,75.25278651797142,437.66
2022-04-27,600519.SH,sell,2.4129047803169414,13414.79
2022-04-27,600563.SH,sell,70.83611842754662,403.52
2022-04-27,600809.SH,sell,19.80571290687815,1666.19
2022-04-27,600872.SH,sell,99.29558603454475,280.84
2022-04-27,600887.SH,sell,10.78783184082093,3017.1
2022-04-27,600900.SH,sell,419.8226124916962,75.63
2022-04-27,601012.SH,sell,35.44168803875324,839.07
2022-04-27,601088.SH,sell,548.5123131048414,57.9
2022-04-27,601138.SH,sell,3143.1724013806042,9.81
2022-04-27,601166.SH,sell,339.4375977609095,92.24
2022-04-27,601168.SH,sell,2030.4578607916058,13.11
2022-04-27,601288.SH,sell,6057.216347333464,5.3
2022-04-27,601318.SH,sell,275.632452651476,112.45
2022-04-27,601328.SH,sell,3031.441296373623,10.59
2022-04-27,601398.SH,sell,3469.604652915849,9.28
2022-04-27,601668.SH,sell,2803.296492926819,11.7
2022-04-27,601816.SH,sell,6391.737171249315,4.75
2022-04-27,601857.SH,sell,4138.711041920054,7.36
2022-04-27,601888.SH,sell,81.33042403873517,402.23
2022-04-27,601899.SH,sell,1411.4158300624576,21.86
2022-04-27,601919.SH,sell,1589.3137546951461,18.89
2022-04-27,601988.SH,sell,4895.18239550363,6.54
2022-04-27,601999.SH,sell,4507.10813049152,5.98
2022-04-27,603259.SH,sell,135.05358390595555,247.52
2022-04-27,603288.SH,sell,57.203063420299785,560.33
2022-04-27,000001.SZ,buy,28.47815197840076,1075.1977
2022-04-27,000002.SZ,buy,10.321112181018286,2966.7
2022-04-27,000333.SZ,buy,121.97117394609205,251.04
2022-04-27,000568.SZ,buy,4.578350743942353,6687.92
2022-04-27,000651.SZ,buy,5.68393527207413,5387.05
2022-04-27,000858.SZ,buy,10.703624140912982,2860.68
2022-04-27,002142.SZ,buy,393.87244028076856,77.74
2022-04-27,002304.SZ,buy,51.21283765814271,597.89
2022-04-27,002352.SZ,buy,189.30227825302595,161.75
2022-04-27,002415.SZ,buy,34.628596075033585,884.23
2022-04-27,002475.SZ,buy,32.64597945201342,937.93
2022-04-27,002594.SZ,buy,127.6829302674073,239.81
2022-04-27,002714.SZ,buy,30.46670067006323,1005.02
2022-04-27,300015.SZ,buy,22.40603807126326,1366.58
2022-04-27,300059.SZ,buy,21.03300854342106,1455.79
2022-04-27,300750.SZ,buy,74.93244134651628,408.63
2022-04-27,300760.SZ,buy,94.32457491043974,324.62
2022-04-27,600000.SH,buy,277.67882023602925,110.27
2022-04-27,600009.SH,buy,197.77576222340105,154.82
2022-04-27,600028.SH,buy,2061.928855718986,14.85
2022-04-27,600030.SH,buy,271.1382582788182,112.93
2022-04-27,600036.SH,buy,155.12256703696715,197.39
2022-04-27,600048.SH,buy,79.28442130353947,386.2
2022-04-27,600104.SH,buy,201.16709485202645,152.21
2022-04-27,600276.SH,buy,17.003072753911777,1800.83
2022-04-27,600309.SH,buy,10.111733481530498,3028.13
2022-04-27,600436.SH,buy,15.475877923836237,1978.54
2022-04-27,600438.SH,buy,69.9621704232211,437.66
2022-04-27,600519.SH,buy,2.2825287244471917,13414.79
2022-04-27,600563.SH,buy,75.88135286336971,403.52
2022-04-27,600809.SH,buy,18.377041938450564,1666.19
2022-04-27,600872.SH,buy,109.0287833194237,280.84
2022-04-27,600887.SH,buy,10.148700244415812,3017.1
2022-04-27,600900.SH,buy,404.86108035735754,75.63
2022-04-27,601012.SH,buy,36.492358810858384,839.07
2022-04-27,601088.SH,buy,528.8366754305172,57.9
2022-04-27,601138.SH,buy,3121.2684513177314,9.81
2022-04-27,601166.SH,buy,331.95623923923404,92.24
2022-04-27,601168.SH,buy,2335.594470436838,13.11
2022-04-27,601288.SH,buy,5777.291227816405,5.3
2022-04-27,601318.SH,buy,272.295629234566,112.45
2022-04-27,601328.SH,buy,2891.3733245917797,10.59
2022-04-27,601398.SH,buy,3299.5305503692834,9.28
2022-04-27,601668.SH,buy,2617.063547643329,11.7
2022-04-27,601816.SH,buy,6446.240738405673,4.75
2022-04-27,601857.SH,buy,4160.277650465618,7.36
2022-04-27,601888.SH,buy,76.12471349085584,402.23
2022-04-27,601899.SH,buy,1400.7156224806472,21.86
2022-04-27,601919.SH,buy,1620.9446007107965,18.89
2022-04-27,601988.SH,buy,4681.902676976597,6.54
2022-04-27,601999.SH,buy,5120.341723649991,5.98
2022-04-27,603259.SH,buy,123.70573492011532,247.52
2022-04-27,603288.SH,buy,54.645732884955194,560.33
2022-05-09,000001.SZ,sell,28.47815197840076,999.6247
2022-05-09,000002.SZ,sell,10.321112181018286,3007.39
2022-05-09,000333.SZ,sell,121.97117394609205,266.45
2022-05-09,000568.SZ,sell,4.578350743942353,6434.3
2022-05-09,000651.SZ,sell,5.68393527207413,5901.7
2022-05-09,000858.SZ,sell,10.703624140912982,2743.52
2022-05-09,002142.SZ,sell,393.87244028076856,77.79
2022-05-09,002304.SZ,sell,51.21283765814271,646.22
2022-05-09,002352.SZ,sell,189.30227825302595,174.19
2022-05-09,002415.SZ,sell,34.628596075033585,743.18
2022-05-09,002475.SZ,sell,32.64597945201342,956.52
2022-05-09,002594.SZ,sell,127.6829302674073,237.48
2022-05-09,002714.SZ,sell,30.46670067006323,949.35
2022-05-09,300015.SZ,sell,22.40603807126326,1212.03
2022-05-09,300059.SZ,sell,21.03300854342106,1445.71
2022-05-09,300750.SZ,sell,74.93244134651628,369.93
2022-05-09,300760.SZ,sell,94.32457491043974,311.4
2022-05-09,600000.SH,sell,277.67882023602925,110.12
2022-05-09,600009.SH,sell,197.77576222340105,145.11
2022-05-09,600028.SH,sell,2061.928855718986,15.13
2022-05-09,600030.SH,sell,271.1382582788182,112.45
2022-05-09,600036.SH,sell,155.12256703696715,189.25
2022-05-09,600048.SH,sell,79.28442130353947,374.47
2022-05-09,600104.SH,sell,201.16709485202645,160.45
2022-05-09,600276.SH,sell,17.003072753911777,1880.41
2022-05-09,600309.SH,sell,10.111733481530498,3126.65
2022-05-09,600436.SH,sell,15.475877923836237,1952.98
2022-05-09,600438.SH,sell,69.9621704232211,434.36
2022-05-09,600519.SH,sell,2.2825287244471917,13094.01
2022-05-09,600563.SH,sell,75.88135286336971,399.74
2022-05-09,600809.SH,sell,18.377041938450564,1520.68
2022-05-09,600872.SH,sell,109.0287833194237,278.6
2022-05-09,600887.SH,sell,10.148700244415812,2927.36
2022-05-09,600900.SH,sell,404.86108035735754,73.85
2022-05-09,601012.SH,sell,36.492358810858384,948.99
2022-05-09,601088.SH,sell,528.8366754305172,59.18
2022-05-09,601138.SH,sell,3121.2684513177314,9.64
2022-05-09,601166.SH,sell,331.95623923923404,88.11
2022-05-09,601168.SH,sell,2335.594470436838,13.02
2022-05-09,601288.SH,sell,5777.291227816405,5.37
2022-05-09,601318.SH,sell,272.295629234566,113.58
2022-05-09,601328.SH,sell,2891.3733245917797,10.21
2022-05-09,601398.SH,sell,3299.5305503692834,9.38
2022-05-09,601668.SH,sell,2617.063547643329,11.66
2022-05-09,601816.SH,sell,6446.240738405673,4.48
2022-05-09,601857.SH,sell,4160.277650465618,7.73
2022-05-09,601888.SH,sell,76.12471349085584,349.79
2022-05-09,601899.SH,sell,1400.7156224806472,19.67
2022-05-09,601919.SH,sell,1620.9446007107965,19.61
2022-05-09,601988.SH,sell,4681.902676976597,6.46
2022-05-09,601999.SH,sell,5120.341723649991,5.81
2022-05-09,603259.SH,sell,123.70573492011532,222.73
2022-05-09,603288.SH,sell,54.645732884955194,526.01
2022-05-09,000001.SZ,buy,30.75180919400546,999.6247
2022-05-09,000002.SZ,buy,10.2215768623341,3007.39
2022-05-09,000333.SZ,buy,115.36974306629743,266.45
2022-05-09,000568.SZ,buy,4.777562134189414,6434.3
